Action;Activity_details;Activity_type;DB_File_Num;uniquesod;koddoc;time:timestamp;User_id
Добавление документа;[Выход из закалки поддона № 64260]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937698;2012-07-02T6:32:03.000+0300;282
Добавление документа;[Выход из закалки поддона № 64261]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937699;2012-07-02T6:32:06.000+0300;282
Добавление документа;[Выход из закалки поддона № 64262]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937700;2012-07-02T6:32:08.000+0300;282
Добавление документа;[Выход из закалки поддона № 64263]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937701;2012-07-02T6:32:11.000+0300;282
Добавление документа;[Выход из закалки поддона № 64264]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937702;2012-07-02T6:32:13.000+0300;282
Добавление документа;[Выход из закалки поддона № 64265]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937703;2012-07-02T6:32:15.000+0300;282
Добавление документа;[Выход из закалки поддона № 64266]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937704;2012-07-02T6:32:18.000+0300;282
Добавление документа;[Выход из закалки поддона № 64267]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937705;2012-07-02T6:32:20.000+0300;282
Добавление документа;[Выход из закалки поддона № 64268]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937706;2012-07-02T6:32:22.000+0300;282
Добавление документа;[Выход из закалки поддона № 64269]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937707;2012-07-02T6:32:25.000+0300;282
Добавление документа;[Выход из закалки поддона № 64270]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937708;2012-07-02T6:32:27.000+0300;282
Добавление документа;[Выход из закалки поддона № 64271]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937709;2012-07-02T6:32:30.000+0300;282
Добавление документа;[Выход из закалки поддона № 64272]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937710;2012-07-02T6:32:32.000+0300;282
Добавление документа;[Выход из закалки поддона № 64251]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937689;2012-07-02T6:32:35.000+0300;282
Добавление документа;[Рабочая рецептура № 534]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937711;2012-07-02T6:33:15.000+0300;276
Добавление документа;[Выход из закалки поддона № 64274]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937713;2012-07-02T6:35:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64275]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937714;2012-07-02T6:35:15.000+0300;282
Добавление документа;[Выход из закалки поддона № 64276]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937715;2012-07-02T6:35:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64277]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937716;2012-07-02T6:35:20.000+0300;282
Добавление документа;[Выход из закалки поддона № 64278]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937717;2012-07-02T6:35:22.000+0300;282
Добавление документа;[Выход из закалки поддона № 64279]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937718;2012-07-02T6:35:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64280]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937719;2012-07-02T6:35:27.000+0300;282
Добавление документа;[Выход из закалки поддона № 64281]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937720;2012-07-02T6:35:29.000+0300;282
Добавление документа;[Выход из закалки поддона № 64282]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937721;2012-07-02T6:35:32.000+0300;282
Добавление документа;[Выход из закалки поддона № 64283]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937722;2012-07-02T6:35:35.000+0300;282
Добавление документа;[Выход из закалки поддона № 64273]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937712;2012-07-02T6:35:38.000+0300;282
Добавление документа;[Выход из закалки поддона № 64285]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937724;2012-07-02T6:36:23.000+0300;282
Добавление документа;[Выход из закалки поддона № 64286]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937725;2012-07-02T6:36:26.000+0300;282
Добавление документа;[Выход из закалки поддона № 64284]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937723;2012-07-02T6:36:29.000+0300;282
Добавление документа;[Выход из закалки поддона № 64288]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937727;2012-07-02T6:37:00.000+0300;282
Добавление документа;[Выход из закалки поддона № 64289]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937728;2012-07-02T6:37:03.000+0300;282
Добавление документа;[Выход из закалки поддона № 64290]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937729;2012-07-02T6:37:05.000+0300;282
Добавление документа;[Выход из закалки поддона № 64291]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937730;2012-07-02T6:37:08.000+0300;282
Добавление документа;[Выход из закалки поддона № 64292]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937731;2012-07-02T6:37:10.000+0300;282
Добавление документа;[Выход из закалки поддона № 64293]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937732;2012-07-02T6:37:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64294]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937733;2012-07-02T6:37:15.000+0300;282
Добавление документа;[Выход из закалки поддона № 64295]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937734;2012-07-02T6:37:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64296]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937735;2012-07-02T6:37:19.000+0300;282
Добавление документа;[Выход из закалки поддона № 64297]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937736;2012-07-02T6:37:22.000+0300;282
Добавление документа;[Выход из закалки поддона № 64298]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937737;2012-07-02T6:37:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64287]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937726;2012-07-02T6:37:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64300]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937739;2012-07-02T6:39:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64301]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937740;2012-07-02T6:39:04.000+0300;282
Добавление документа;[Выход из закалки поддона № 64302]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937741;2012-07-02T6:39:06.000+0300;282
Добавление документа;[Выход из закалки поддона № 64303]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937742;2012-07-02T6:39:09.000+0300;282
Добавление документа;[Выход из закалки поддона № 64304]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937743;2012-07-02T6:39:11.000+0300;282
Добавление документа;[Выход из закалки поддона № 64305]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937744;2012-07-02T6:39:13.000+0300;282
Добавление документа;[Выход из закалки поддона № 64306]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937745;2012-07-02T6:39:16.000+0300;282
Добавление документа;[Выход из закалки поддона № 64307]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937746;2012-07-02T6:39:18.000+0300;282
Добавление документа;[Выход из закалки поддона № 64308]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937747;2012-07-02T6:39:21.000+0300;282
Добавление документа;[Выход из закалки поддона № 64309]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937748;2012-07-02T6:39:23.000+0300;282
Добавление документа;[Выход из закалки поддона № 64310]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937749;2012-07-02T6:39:25.000+0300;282
Добавление документа;[Выход из закалки поддона № 64311]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937750;2012-07-02T6:39:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64312]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937751;2012-07-02T6:39:30.000+0300;282
Добавление документа;[Выход из закалки поддона № 64313]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937752;2012-07-02T6:39:32.000+0300;282
Добавление документа;[Выход из закалки поддона № 64314]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937753;2012-07-02T6:39:35.000+0300;282
Добавление документа;[Выход из закалки поддона № 64315]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937754;2012-07-02T6:39:37.000+0300;282
Добавление документа;[Выход из закалки поддона № 64316]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937755;2012-07-02T6:39:39.000+0300;282
Добавление документа;[Выход из закалки поддона № 64317]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937756;2012-07-02T6:39:42.000+0300;282
Добавление документа;[Выход из закалки поддона № 64318]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937757;2012-07-02T6:39:44.000+0300;282
Добавление документа;[Выход из закалки поддона № 64319]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937758;2012-07-02T6:39:47.000+0300;282
Добавление документа;[Выход из закалки поддона № 64320]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937759;2012-07-02T6:39:49.000+0300;282
Добавление документа;[Выход из закалки поддона № 64321]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937760;2012-07-02T6:39:51.000+0300;282
Добавление документа;[Выход из закалки поддона № 64322]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937761;2012-07-02T6:39:54.000+0300;282
Добавление документа;[Выход из закалки поддона № 64323]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937762;2012-07-02T6:39:56.000+0300;282
Добавление документа;[Выход из закалки поддона № 64299]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937738;2012-07-02T6:40:00.000+0300;282
Добавление документа;[Выход из закалки поддона № 64325]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937764;2012-07-02T6:46:56.000+0300;282
Добавление документа;[Выход из закалки поддона № 64326]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937765;2012-07-02T6:46:58.000+0300;282
Добавление документа;[Выход из закалки поддона № 64324]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937763;2012-07-02T6:47:02.000+0300;282
Добавление документа;[Рабочая рецептура № 535]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937766;2012-07-02T6:47:50.000+0300;276
Добавление документа;[Фасовка ГП от 02.07.2012]; тип [Фасовка ГП ->Фасовка ГП]; файл dc000038;; koddoc = 5937767;2012-07-02T6:49:29.000+0300;17
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5937769;2012-07-02T6:57:32.000+0300;17
Добавление документа;[Выход из закалки поддона № 64328]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937775;2012-07-02T7:24:58.000+0300;282
Добавление документа;[Выход из закалки поддона № 64329]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937776;2012-07-02T7:25:00.000+0300;282
Добавление документа;[Выход из закалки поддона № 64330]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937777;2012-07-02T7:25:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64331]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937778;2012-07-02T7:25:05.000+0300;282
Добавление документа;[Выход из закалки поддона № 64332]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937779;2012-07-02T7:25:07.000+0300;282
Добавление документа;[Выход из закалки поддона № 64333]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937780;2012-07-02T7:25:10.000+0300;282
Добавление документа;[Выход из закалки поддона № 64334]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937781;2012-07-02T7:25:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64335]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937782;2012-07-02T7:25:14.000+0300;282
Добавление документа;[Выход из закалки поддона № 64336]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937783;2012-07-02T7:25:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64337]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937784;2012-07-02T7:25:19.000+0300;282
Добавление документа;[Раскладка брака по компонентам]; тип [Производство полуфаб->Разборка брака ГП]; файл dc000052;; koddoc = 5937785;2012-07-02T7:25:22.000+0300;276
Добавление документа;[Выход из закалки поддона № 64338]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937786;2012-07-02T7:25:22.000+0300;282
Добавление документа;[Выход из закалки поддона № 64339]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937787;2012-07-02T7:25:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64340]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937788;2012-07-02T7:25:27.000+0300;282
Добавление документа;[Выход из закалки поддона № 64341]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937789;2012-07-02T7:25:29.000+0300;282
Добавление документа;[Выход из закалки поддона № 64342]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937790;2012-07-02T7:25:31.000+0300;282
Добавление документа;[Выход из закалки поддона № 64343]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937791;2012-07-02T7:25:34.000+0300;282
Добавление документа;[Выход из закалки поддона № 64344]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937792;2012-07-02T7:25:36.000+0300;282
Добавление документа;[Выход из закалки поддона № 64345]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937793;2012-07-02T7:25:39.000+0300;282
Добавление документа;[Выход из закалки поддона № 64346]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937794;2012-07-02T7:25:41.000+0300;282
Добавление документа;[Выход из закалки поддона № 64347]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937795;2012-07-02T7:25:43.000+0300;282
Добавление документа;[Выход из закалки поддона № 64348]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937796;2012-07-02T7:25:46.000+0300;282
Добавление документа;[Выход из закалки поддона № 64349]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937797;2012-07-02T7:25:48.000+0300;282
Добавление документа;[Выход из закалки поддона № 64350]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937798;2012-07-02T7:25:50.000+0300;282
Добавление документа;[Выход из закалки поддона № 64351]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937799;2012-07-02T7:25:53.000+0300;282
Добавление документа;[Выход из закалки поддона № 64352]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937800;2012-07-02T7:25:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64353]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937801;2012-07-02T7:25:58.000+0300;282
Добавление документа;[Выход из закалки поддона № 64327]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937774;2012-07-02T7:26:01.000+0300;282
Добавление документа;[Рабочая рецептура № 535]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937802;2012-07-02T7:27:41.000+0300;276
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045;; koddoc = 5937818;2012-07-02T7:55:18.000+0300;285
Добавление документа;[Рабочая рецептура № 536]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937928;2012-07-02T8:38:58.000+0300;276
Добавление документа;[Рабочая рецептура № 537]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937930;2012-07-02T8:39:30.000+0300;276
Добавление документа;[Рабочая рецептура № 538]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937933;2012-07-02T8:39:52.000+0300;276
Добавление документа;[Рабочая рецептура № 539]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937934;2012-07-02T8:40:12.000+0300;276
Добавление документа;[Рабочая рецептура № 540]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937935;2012-07-02T8:40:38.000+0300;276
Добавление документа;[Рабочая рецептура № 541]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937937;2012-07-02T8:41:10.000+0300;276
Добавление документа;[Рабочая рецептура № 542]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5937939;2012-07-02T8:42:24.000+0300;276
Добавление документа;[Приход сырья No 426 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл dc000002;; koddoc = 5938596;2012-07-02T9:32:29.000+0300;284
Добавление содержимого док-та;[Приход сырья No 426 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24650 [Г-ящик № 8];;2012-07-02T9:32:59.000+0300;284
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (заготовительное отделение)]; файл dc000045;; koddoc = 5938607;2012-07-02T9:35:10.000+0300;276
Добавление документа;[Приходные НН No 41 Экспловелд ДП НТЦ]; тип [Приходные налоговые ->Налоговый кредит (приходные НН)]; файл dc000009;; koddoc = 5938610;2012-07-02T9:35:29.000+0300;279
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5938623;2012-07-02T9:38:36.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5938624;2012-07-02T9:39:23.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938684;2012-07-02T9:52:12.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938685;2012-07-02T9:52:28.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938697;2012-07-02T9:53:35.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938753;2012-07-02T9:56:43.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938754;2012-07-02T9:56:58.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938756;2012-07-02T9:57:08.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938757;2012-07-02T9:57:15.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938758;2012-07-02T9:57:30.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938760;2012-07-02T9:57:38.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938789;2012-07-02T9:59:18.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938810;2012-07-02T10:00:40.000+0300;296
Добавление документа;[Приход сырья No 427 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл dc000002;; koddoc = 5938906;2012-07-02T10:04:58.000+0300;284
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5938940;2012-07-02T10:05:58.000+0300;296
Добавление содержимого док-та;[Приход сырья No 427 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24693 [Стабилизатор АЙС-5];7/2/2012 0:00;1900-01-00.000+0300;284
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045;; koddoc = 5939102;2012-07-02T10:21:21.000+0300;285
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5939144;2012-07-02T10:27:35.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939170;2012-07-02T10:35:29.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939172;2012-07-02T10:35:49.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939178;2012-07-02T10:38:13.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939180;2012-07-02T10:38:27.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939201;2012-07-02T10:41:09.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939205;2012-07-02T10:41:23.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939206;2012-07-02T10:41:57.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939209;2012-07-02T10:42:35.000+0300;296
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5939251;2012-07-02T10:59:53.000+0300;296
Добавление документа;[корректировка с/с смесей]; тип [Бухгалтерские справк->Бухгалтерские справки (проcмотр проводок)]; файл dc000095;; koddoc = 5939258;2012-07-02T11:00:07.000+0300;297
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5940010;2012-07-02T11:18:47.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5940012;2012-07-02T11:19:47.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5940018;2012-07-02T11:20:35.000+0300;1191
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5940178;2012-07-02T11:34:46.000+0300;1191
Добавление документа;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл dc000002;; koddoc = 5940190;2012-07-02T11:36:13.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24703 [01 Накл Пломбир 19% палочка 75 г];;2012-07-02T11:38:51.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24704 [02 Накл Пломбир 12% б\н в/ст 70 г];;2012-07-02T11:40:34.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24705 [01 Накл Каштан в глазури;75г];2012-07-02T11:41:24.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24706 [04 Накл Виват шок.сгущ мол рожок 70г];7/2/2012 0:00;1900-01-00.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24707 [02 Накл Мороженое шок ваф/ст];;2012-07-02T11:43:20.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24708 [02 Накл Пломбир 12% шок ваф/ст 70 г];;2012-07-02T11:44:05.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24709 [25 Накл Пломбир 19карт.стак. 350 г];;2012-07-02T11:50:10.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24710 [02 Накл Пломбир 12% в/ст ТМ Полярна казка; 65г];.000+0300;7/2/2012 0:00
Добавление документа;[Рабочая рецептура № 539]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5940450;2012-07-02T11:59:49.000+0300;276
Добавление документа;[Рабочая рецептура № 540]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5940478;2012-07-02T12:01:45.000+0300;276
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24711 [24 Накл Улюблене с нап.клубн.карт.ст.0.5кг];;2012-07-02T12:01:49.000+0300;284
Добавление содержимого док-та;[Приход сырья No 428 от 02.07.2012]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002; uniquesod = 24712 [02 Накл Пломбир шок 12% в/ст ТМ Полярна казка; 6];.000+0300;7/2/2012 0:00
Добавление документа;[Рабочая рецептура № 541]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5940495;2012-07-02T12:04:18.000+0300;276
Добавление документа;[Рабочая рецептура № 542]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052;; koddoc = 5940499;2012-07-02T12:05:02.000+0300;276
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045;; koddoc = 5940508;2012-07-02T12:05:56.000+0300;296
